unique_id,phone_number,weight,consumption,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,con0,con1,con2,con3,con4,con5,con6,con7,con8,con9,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9
10,mbnJnpptuX,5.263657213250282,44.5660977156132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5075874477785479,0.7896103490372064,0.09088386105935542,1.3977619379446846,2.0771726018420518,5.327865117062526,4.312364110912052,2.246337622599329,0.9507769644188013,4.22665676804098,6.0,9.0,3.0,2.0,9.0,9.0,8.0,9.0,1.0,2.0
11,sQsnpPzMvW,8.37537691739081,10.460106105859479,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6557191722511524,,1.164815725845704,1.1773534773753216,3.3333438482804265,0.9338836947009168,5.279966354993551,2.3043547466477428,6.998119448751244,8.754422955447295,4.0,3.0,5.0,9.0,4.0,8.0,9.0,8.0,6.0,4.0
12,VSNYxdLRcn,0.2526549960672586,9.266410977503753,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.48023082139690865,0.0776264135417486,1.4010064360296326,2.2032309420262277,4.7907062091431705,1.913772358547596,0.05216957735739358,6.359765247365854,2.473117748404791,1.968334061590138,8.0,7.0,3.0,7.0,9.0,5.0,6.0,1.0,4.0,4.0
13,vqhtEuSmXi,3.9028269304908125,5.418844523212757,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1075702777501577,0.0236590385539448,0.7493182402405144,2.9147546591166376,4.014273403498583,0.7686482375181052,0.7514648281905248,0.5114111822486826,1.3391817054173467,1.353237175664529,0.0,2.0,4.0,3.0,9.0,0.0,4.0,2.0,1.0,4.0
14,KpNMsHxnPJ,2.4055403151597665,10.984874631249609,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5723662124249799,1.9408899109045243,1.0843099988857041,2.7445126435926817,4.745516329680883,2.055697769936268,2.7565490183846406,1.1082847211413034,2.1965465715881214,5.117379590704236,1.0,0.0,1.0,8.0,5.0,,1.0,6.0,8.0,0.0
15,acssMYLFfg,4.461519225048311,48.931189235368485,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.479434555336281,0.2759268213556363,1.912778251132981,0.11810598760137836,0.8506849544111295,0.2753714584856204,0.7687460102339401,1.1595046859029088,6.491372773020258,6.719189424090969,6.0,6.0,7.0,6.0,2.0,0.0,1.0,4.0,4.0,6.0
16,UGpjgzXkhq,3.478399206811887,40.584157454466165,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8549272762113582,1.9347506992962522,1.7419669332527978,3.5199923190327427,4.555513585959703,3.4151924096900306,1.2014100215276788,7.602666288932707,8.085962725073689,6.941191515830136,7.0,0.0,2.0,0.0,9.0,1.0,4.0,8.0,7.0,0.0
17,hkPOYdoUcZ,1.471861766657766,8.59705063662971,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8671907755847673,0.958738795081445,1.5945240563738399,0.28442215058886466,3.7846363839997563,5.313419988105257,6.224583797765841,0.4929143578669244,8.961846930350886,6.692086586538393,5.0,2.0,5.0,8.0,5.0,1.0,5.0,4.0,7.0,3.0
18,zlioFPLuRz,8.308914558204627,40.811237436292,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.013594531127730902,0.6073821201566652,0.6737055407051351,1.5044973369995063,2.059870959645464,1.4823507771857767,4.680928835276877,7.996689711942779,1.021026860763063,6.648633536217163,8.0,2.0,7.0,1.0,3.0,5.0,3.0,6.0,9.0,9.0
19,tUEfmDrTdB,9.891427234524985,13.703687352084959,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.9511986440131581,1.898649350145045,2.697259022278089,0.33830471985539834,1.8221585276401464,5.684520593365287,6.991103430598327,5.268336322924567,0.878220798740183,7.932203880731609,0.0,6.0,6.0,5.0,6.0,5.0,3.0,6.0,1.0,8.0
20,wyGrqwqovh,5.220179415189312,21.585209183156085,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5584109925195866,0.09846814384471969,0.9303446305321847,1.2865495947704724,3.3237074493682477,4.432807213356854,0.5987614333413614,6.015097094058069,2.782286903807334,3.4408801325472926,9.0,6.0,7.0,7.0,4.0,1.0,8.0,,5.0,3.0
21,iduYHhpgzv,7.058841403239773,47.001490981118735,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.2005276967595866,0.7942629589441497,,3.962243401273356,4.533457525474615,4.877766464610199,1.1387661149004682,5.295381039575999,5.454419692786118,8.241052059723895,4.0,2.0,0.0,3.0,4.0,5.0,0.0,8.0,1.0,2.0
22,oiMpXZylnS,9.46365233406295,40.88246893883637,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8938410045318641,1.7375604483313976,1.5271068709864757,1.8928185035320397,2.064097966794132,4.367971804059934,0.7706076897444779,2.652001542873557,2.28627447959643,6.945884006391671,3.0,2.0,,6.0,9.0,6.0,3.0,7.0,2.0,5.0
23,IOCKPYeUqa,5.065109866283559,16.805597506044933,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.6742917672374388,1.1979967936694993,2.224144386676875,0.37883295897316405,0.8220293040292392,5.436517964105574,6.197929079692434,3.1124489704294502,0.7766126734173433,1.7163438116128937,4.0,0.0,6.0,,8.0,1.0,2.0,,0.0,0.0
24,bBOscpgyCX,4.650254408798769,8.770522687116832,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9064634842832783,1.8267669932938277,1.6490924419487039,3.881357613724415,1.349732626929776,3.16656303995925,0.610840288853362,6.60676999055611,3.821312612066522,0.22915059480148714,2.0,8.0,9.0,9.0,1.0,6.0,3.0,6.0,5.0,2.0
25,WDbkmAHOMu,3.7199010327859874,18.641602314496158,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6075480413215087,1.165421319165048,0.5391866575914442,0.35028857997963936,4.386057958569681,3.315927817685937,6.54462951793166,5.96665065144032,3.5798721942856533,4.663070685570174,2.0,7.0,1.0,9.0,1.0,2.0,1.0,1.0,1.0,2.0
26,tXOBkUORcy,2.4695773721800074,0.2844253676286712,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15207543117725042,1.868968972370545,0.21223845703129407,0.2781372032627125,3.1313786350757895,3.046222867962135,0.8890521466545933,2.629121469884243,5.741066086180403,1.9831211805006366,7.0,4.0,4.0,3.0,1.0,2.0,4.0,,6.0,1.0
27,edGKnkBlTm,8.263996785296085,12.621317672242022,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.5708334243585527,1.5610613133617515,2.2860753072719677,0.32927506022329567,0.2926191828000074,4.640695539519977,0.8445337409695313,7.526951610870987,5.712213795505856,4.4967160040333995,5.0,3.0,7.0,4.0,9.0,0.0,4.0,4.0,3.0,8.0
28,gDdRQKHPQJ,4.513801894714701,39.783125423664366,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.4200503804013116,0.15775711478384258,0.29055510827296593,3.7936727624684217,0.837328675714023,0.3363493098799055,2.057542443727358,1.8588285855482578,6.9984360090345135,9.775743018086779,7.0,6.0,0.0,5.0,1.0,,5.0,7.0,5.0,3.0
29,rdwAARWPVL,7.765576562874528,0.7627485623169505,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,1.0,0.5199424511277608,0.668060450192385,0.8486698545864804,0.05065745789542042,4.105136362990846,3.764419015526231,4.4584716899705015,1.1413515592222403,7.535119267157806,4.006008577947914,0.0,1.0,2.0,4.0,7.0,9.0,3.0,9.0,3.0,2.0
30,TcsprApajM,9.811077541394111,29.942168846424643,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.006803530407874625,0.2891764376885706,0.9719331363353395,2.5384631224930403,4.006662498363919,5.5771394560419605,2.7575638485677323,0.3505323715944444,6.352760689473676,7.091417663747829,2.0,4.0,6.0,7.0,8.0,8.0,1.0,3.0,9.0,1.0
31,FZqtHcGdQG,3.0736860388335474,30.19022695214268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2677759360424663,1.8506861637534224,1.8047199033132653,2.0598320409272586,1.4478130539759326,1.4756751546137716,5.394346687811924,4.096272689298978,4.54182753796943,5.564320347022927,9.0,9.0,0.0,2.0,2.0,8.0,4.0,7.0,2.0,6.0
32,bYfjEEUNix,8.96537771409117,5.257384270602817,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.014027877596432203,0.2222643923729053,2.9772018988244877,1.569865640354613,1.1982023642924648,0.7032570094559152,0.3706875024635119,7.42270054080032,8.086786195333069,6.640009178163384,2.0,5.0,6.0,8.0,7.0,9.0,6.0,1.0,4.0,0.0
33,gtPfMtcFGT,6.98551761476036,19.097172247155502,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8027281566940279,1.1596779147934146,0.38395986295974427,0.67133707369163,0.019577933036808992,4.973727140531739,5.7466525159795365,5.310622761453173,3.250060835102413,4.269257151059849,8.0,4.0,0.0,8.0,9.0,6.0,6.0,5.0,9.0,5.0
34,SqfBzCftHm,8.818876494616593,1.8238028296284459,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4195103623532763,0.9981440288837513,0.43083234685723926,2.6243178630447814,1.411100291424507,0.03369743059845809,4.630288693420846,7.719113955811837,6.226146744628124,5.988611307834266,9.0,9.0,2.0,2.0,8.0,9.0,6.0,8.0,6.0,3.0
35,XwlwGPuTpR,4.251243750954668,44.52057817210379,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7589917849203323,1.935653066525228,2.149364795769536,2.0995959584727606,3.464171587015546,5.915956660864674,5.452140606981235,4.692351524229892,8.28750379298854,7.768056072785053,7.0,0.0,4.0,2.0,0.0,2.0,4.0,5.0,1.0,8.0
36,rFfpCclmQO,8.09919435332112,49.04604285061557,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6429624573417874,0.8089368640958836,2.0786242681149507,2.301463105703296,3.552767223395267,5.405035966145736,1.3319546162361573,0.8947227645123954,4.294853423729524,3.450499862789387,3.0,7.0,5.0,2.0,8.0,1.0,8.0,5.0,7.0,0.0
37,yKySZsjsDW,7.941531141729716,2.9970994409018625,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8069441159612579,1.6687592364418977,2.3996186045181505,1.624989421726346,3.476355521304164,0.6586938261058681,0.8766262654356168,4.728735352555189,7.338283857433672,0.534355505213947,4.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,7.0
38,wcMYiSAEoW,3.3909061619344127,44.527297236425206,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7285575618514873,0.3142061444741515,1.8265267862064611,0.46378240069249177,2.991260545105912,4.879309341741081,2.8492584713859497,6.482065411074828,1.0103254937118196,7.1093599588979215,2.0,1.0,2.0,8.0,1.0,4.0,6.0,3.0,3.0,3.0
39,IRERNFAdfV,6.929896043609025,28.845074970001644,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.8474052885899842,0.6600088995354165,1.7141462686671773,3.0098805928202905,3.180214476479594,2.7169432107342653,0.4884198829168346,7.078980285457551,5.330623540273566,5.343151702293316,1.0,1.0,3.0,1.0,4.0,6.0,3.0,2.0,4.0,9.0
40,qkkxNHhGls,6.752807698128293,37.12398445489887,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.42935302523645247,0.7969893746120988,0.6376214604677513,0.2416981364514692,1.5113617043168843,2.02726287419687,0.4178391330580017,2.385325369326182,5.673863254790531,3.7888556974890886,8.0,2.0,7.0,0.0,6.0,3.0,5.0,8.0,3.0,2.0
41,neLOyaWqlM,1.8841859702287467,31.509196823768804,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9846503527196975,1.5087295589433116,0.6351823391767811,0.2995220557666909,2.198110022389596,2.3149836780286277,3.525751714084104,4.6410725362868215,8.778822797245397,4.518091092438313,2.0,4.0,7.0,5.0,5.0,3.0,1.0,8.0,7.0,0.0
42,ZGCsCnsSDm,7.643183158754062,29.092109619938896,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.17458850218343602,0.33378666220163256,1.1936220289468331,0.3159431503630472,1.8891654015483512,2.2015356640140333,5.925437346824971,2.1497563531828634,7.384964560882148,0.4221808432352958,5.0,1.0,1.0,0.0,7.0,0.0,1.0,8.0,4.0,1.0
43,qfqUBZnHzL,0.71348852697939,1.0219566013461578,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5482933911181421,0.7301191275292349,0.4467398965264686,3.7090654038241087,3.6571268653652007,2.7897136041999424,6.204617575137256,3.828275310849624,6.384185526923823,5.586919500409571,9.0,3.0,4.0,7.0,3.0,3.0,3.0,3.0,2.0,5.0
44,bZKTJNoSZB,1.8400083856971017,10.50132888364303,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,1.0,0.22008559176478926,1.5260100412847337,0.039144599193656204,3.82911546746283,0.05259330723176636,1.200908082318345,0.5228905557128255,7.089361175968685,7.469550672080546,1.755520760053929,6.0,3.0,0.0,2.0,9.0,8.0,2.0,1.0,9.0,4.0
45,BCMZtnxUcF,0.2408189803547045,27.234243908932378,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5692751219195282,1.4193777700954278,2.1269659752987007,3.2803235875810173,0.6767521581901415,3.9240295720897835,0.6469001555472339,3.360162260223672,3.0206136078785213,3.922354155956873,2.0,1.0,1.0,5.0,3.0,2.0,9.0,8.0,0.0,6.0
46,VmHlnmfDst,2.823980268232671,38.455758555282586,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.4395119666395295,0.9317454025416891,0.2397937762901421,3.9412738205179,4.92834716945901,0.8463820589276077,5.991056228197903,5.550629317407257,8.705099330182419,4.72734211285055,8.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,4.0,0.0
47,HoeJDHYZva,3.5288364403910144,12.534761456919796,1.0,0.0,,1.0,,0.0,0.0,1.0,1.0,1.0,0.48175531745801137,1.2751808293353375,0.8371293354211576,2.2813542825232354,3.0857291917717666,4.706350874562807,6.1799445119323435,2.0085502319662396,0.8098640701543973,4.919460564707857,2.0,2.0,7.0,9.0,6.0,0.0,6.0,5.0,0.0,2.0
48,PfhlRHROAE,1.469803546290105,14.294784520343235,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.42986971963667064,0.39198534920566086,1.1562270548026343,1.4779449856756832,1.9682890323784963,2.2634084832166903,5.636273251247382,1.5260512262958343,7.3499316518042965,6.895972902801434,4.0,9.0,9.0,8.0,3.0,6.0,6.0,4.0,5.0,5.0
49,KnAnngAvot,9.866847023424016,42.61975439206532,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3729235981634773,1.3500404450916332,1.3086201784036364,2.1856188495233866,3.2483299250113418,1.7728221532554933,2.5346084271822615,2.865773824333651,5.6571916353874565,9.386153916333742,7.0,8.0,8.0,5.0,0.0,6.0,8.0,2.0,5.0,2.0
50,cUfMSjlbOO,0.8975176085888792,48.75032468032938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5215714415574376,0.88475373143947,1.0936632026645752,3.974559608529113,3.981432318709654,2.5970138988729237,1.5412940589721973,6.464561661192692,1.4697777437485797,6.7238671578686535,7.0,2.0,7.0,2.0,8.0,0.0,8.0,1.0,3.0,5.0
51,JalOIuJRaO,6.178181888460723,44.24266467455528,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5798490769750859,1.8448512811476194,1.8348396603826913,2.10434000648167,3.3515088235437975,0.5516998592465683,0.815014148125557,4.23104921354005,7.87524700480415,6.483056679748333,4.0,1.0,9.0,9.0,4.0,8.0,3.0,9.0,9.0,0.0
52,hYpPjaRMGK,2.6040938537576777,17.975392196845114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5756664469403595,1.2949980492901576,1.883195554663293,2.0928204008252456,0.8659392086818368,3.5587396384009162,4.166447157969176,0.13488188483598051,3.6756590207935416,7.587746061757783,0.0,0.0,0.0,5.0,3.0,3.0,7.0,4.0,9.0,8.0
53,VUSaRkrASY,5.398502775322459,29.94294729378736,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7911325078359054,1.340686187358181,1.4528596043722435,2.458197802515497,4.886741914916461,1.6169344227776181,5.828599409377359,0.8965738804006946,1.1613553215976589,6.906079522290449,6.0,4.0,5.0,8.0,4.0,6.0,1.0,1.0,5.0,1.0
54,qEzGJYTQlC,2.135916039512388,17.739780582864988,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6278530532385744,1.737980418225705,2.1417238945963835,0.3054693473823198,1.7060114510495317,,1.7790722296256294,1.8346794614826845,4.246814660965504,7.234986917466616,1.0,5.0,8.0,7.0,9.0,0.0,7.0,3.0,0.0,7.0
55,OqTNPCFVDK,3.526364904820677,17.009510768532287,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6439423287159026,0.3473461664129125,2.102923550623228,2.275486705715695,1.1357119189603082,3.212887707490227,1.4589587643003705,6.136853098323057,1.1217728195738172,1.3088085914190106,0.0,6.0,7.0,3.0,4.0,8.0,9.0,6.0,1.0,0.0
56,PYCgMoYmdk,3.806706160193402,8.904049475290243,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.9137789645651551,1.9475508396461538,0.3395758469000588,0.831714361878511,3.2177248252229256,4.036147019262396,6.47338266987173,2.319807480626599,0.4320764001845592,5.469942058800312,6.0,7.0,7.0,9.0,3.0,2.0,4.0,8.0,,6.0
57,hpNFwiHiOy,8.563676299284111,11.884710431202523,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4597398202032129,0.8683679725860538,2.9541998639171108,1.5603821253095678,3.29756855934691,4.7103389529662145,3.0356592348906375,4.569703172178078,3.016790527112059,8.764389445617704,7.0,4.0,2.0,7.0,9.0,7.0,0.0,4.0,2.0,5.0
58,PkMgUDbdxe,7.736775721994197,2.2431141230387643,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.9766414626661349,0.9684632596889851,0.8603171463638313,2.883256297338239,3.5644118234487636,2.0064112730833346,4.896425942215751,7.388897661923875,5.17969169106982,9.168535390865886,5.0,3.0,9.0,0.0,9.0,9.0,8.0,0.0,2.0,1.0
59,IoKirXzFZU,0.9270756395726476,25.27157148178946,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3415479078558,1.8702339494464726,0.8267191983430862,1.8665932363364406,1.1802255575560001,5.828966896065877,3.2479251226101606,3.3615907720062,1.6859173288673377,0.3569511009614035,7.0,8.0,1.0,4.0,0.0,6.0,2.0,1.0,0.0,4.0
60,TGZZkcRenz,4.728718866093844,18.812622714868148,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6893918603235264,1.4294344847080385,2.3626381598363153,2.4577014901793515,1.8804023165373462,1.8997229291048854,6.1196108160747364,5.556004150769481,4.886370099481531,0.6746238053155118,7.0,9.0,1.0,2.0,0.0,0.0,3.0,0.0,9.0,7.0
61,bNxqUCmoYY,9.463825258133532,29.64027004879433,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.036893331528991435,0.687780402627568,1.5069231323691143,1.330715119746153,4.828322950007743,2.2174100080661425,2.272570255329089,0.22529020391595989,0.617145613833906,9.509176476188166,0.0,5.0,3.0,6.0,9.0,3.0,6.0,9.0,2.0,7.0
62,DzPMCwajRc,6.513296111909831,31.497093779374868,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2978154068691806,0.6707053035247699,1.1552058531003775,2.511124533715412,1.6846933255316399,1.4259432781293238,3.6956833008005248,4.413997489637997,2.6589029937370263,7.835303671334613,3.0,7.0,9.0,6.0,1.0,3.0,3.0,3.0,8.0,2.0
63,PCHnSiQKhk,2.4292160506787095,7.130015722314176,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8055119886838502,1.1744846349428908,0.5175490998972903,0.5171338034347439,0.5823801311559812,2.6856439702403048,3.200109476344024,7.994953764889886,5.305344086410357,6.777662706153897,7.0,0.0,1.0,7.0,4.0,3.0,9.0,3.0,6.0,0.0
64,KbrByhKBRe,9.185235203149757,46.69206497332095,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.13709365654932892,0.4297886568736058,1.5099115208047889,0.35673655414626904,0.02012434829005816,4.1753736599316,2.727249281340386,4.930955946037795,5.25405308152482,7.319988966159592,0.0,5.0,6.0,1.0,6.0,5.0,3.0,1.0,4.0,1.0
65,rtEDlxadpj,1.5181465531161442,47.31899404045507,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14693624786744663,1.7961320584020968,0.897760021656933,1.8789986723099767,4.935318183577,2.70354735706929,3.9622422128619963,7.816934172202015,2.204839955496482,2.8676920652622826,9.0,8.0,0.0,0.0,6.0,9.0,9.0,4.0,8.0,1.0
66,NKPqeNXChh,8.670440874299098,30.11483288654328,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2894196572270328,1.8687133003177425,2.593870421627298,2.361239924788959,2.4697355154456124,4.953978404485932,3.453395361111581,1.7721995925368583,5.759286826031236,6.822038238898649,1.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,9.0
67,xqWaWsLAhA,0.30331493473376936,19.388314016331538,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.24070227167558045,1.9163650601124345,0.26965147295583025,2.7997305495864886,2.6395896447069775,2.490994311973121,6.906155327497653,2.3543169089381975,5.117367803989499,8.120763439831972,3.0,3.0,3.0,5.0,8.0,9.0,8.0,3.0,2.0,1.0
68,pMdEppaaMY,8.79029032503206,18.15940020546749,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6797085086259794,0.32197408844870257,2.4396439412874553,2.4996395810244207,4.144822382039219,0.30924440129517783,3.5057546729456686,3.8554061651218356,7.391355932871611,9.064577502193384,0.0,2.0,6.0,1.0,7.0,7.0,9.0,6.0,4.0,4.0
69,NZcwCcTXye,7.809217574773493,10.217263843432212,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.26773287707193694,1.1732044302571947,2.2306880346880615,0.3186185980952123,1.1592447482447317,0.26842659856803985,6.923976738227768,0.872770206934403,1.1952540342414535,0.03792034826813451,,7.0,2.0,9.0,3.0,0.0,8.0,4.0,2.0,0.0
70,CoCorNtHZJ,5.452445032541223,13.838253069816759,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9885421519285481,1.0894970913365853,0.10795856407269377,0.36948681841337283,2.20559196208512,2.771863259765856,3.973849586004711,0.28860661863320924,8.240412202687802,5.585095096870179,5.0,2.0,5.0,4.0,7.0,0.0,8.0,6.0,0.0,9.0
